ID,AT,V,AP,RH,EP
6112,14.94,40,1017.69,65.43,456.41
6113,7.29,41.04,1024.06,89.19,474.71
6114,8.29,36.08,1020.38,81.53,483.26
6115,23.93,64.45,1015.35,54.71,449.97
6116,26.3,59.07,1007.84,78.32,441.94
6117,21.08,52.05,1012.28,45.25,453.4
6118,16.2,65.46,1013.97,89.84,451.86
6119,10.94,39.04,1021.81,86.02,479.2
6120,9.86,38.38,1018.22,85.35,479.56
6121,28.01,44.89,1008.98,48.52,444.76
6122,23.97,68.67,1006.63,76.83,441.53
6123,16.12,45.87,1008.15,86.12,457.41
6124,5.06,40.64,1021.49,93.7,483.73
6125,14.81,42.03,1017.43,72.54,470.41
6126,15.62,41.76,1023.82,66.17,459.72
6127,21.33,60.1,1010.97,78.36,451.95
6128,23.91,50.23,1017.25,68.57,455.41
6129,13.73,41.78,1011.75,49.65,464.94
6130,25.45,63.76,1009.96,67.78,439.56
6131,23.39,63.94,1010.54,89.94,441.44
6132,30.53,73.21,1000.37,74.17,430.2
6133,31.07,73.5,1010.58,43.66,432.06
6134,14.29,39.59,1012.36,92.38,463.13
6135,5.82,41.38,1021.06,86.91,492.12
6136,19.64,56.65,1020.79,73.88,456.03
6137,15.02,42.07,1017.89,83.68,460.82
6138,19.73,49.69,1007.78,73.02,454.28
6139,23.84,49.21,1013.35,45.4,446.54
6140,18.26,59.15,1012.04,86.01,451.09
6141,6.16,39.48,1004.85,59.68,484.55
6142,29.08,52.84,1006.14,40.09,438.24
6143,24.35,51.86,1014.34,67.22,442.81
6144,31.49,69.13,1009.33,53.9,425.74
6145,25.11,62.26,1011.12,78.01,434.97
6146,24.17,48.41,1008.46,76.19,442.62
6147,30.12,73.18,1012.29,61.32,429.31
6148,18.71,53.16,1013.26,82.64,455.7
6149,9.71,42.44,1014.29,94.03,481.03
6150,24.33,60.32,1015.49,59.95,445.36
6151,24.46,61.9,1013.88,87.16,441.34
6152,16.64,45.87,1009.02,98.86,456.79
6153,21.28,70.32,1011.55,88.05,438.7
6154,19.67,44.89,1009.43,73.88,455.2
6155,13.89,41.49,1020.02,86.47,469.6
6156,21.12,63.91,1009.33,96.14,447.64
6157,16.48,48.92,1011.84,64.16,458.67
6158,16.06,47.45,1009.97,88.09,450.62
6159,22.37,50.78,1008.84,82.06,449.08
6160,27.04,65.06,1013.33,52.37,439.84
6161,9.59,40.11,1026.05,74.27,470.71
6162,9.18,42.44,1014.52,98.04,480.49
6163,19.69,39.72,1001.49,60.34,456.55
6164,21.94,56.85,1011.01,77.72,442.63
6165,19.64,48.06,1014.81,74.96,455.27
6166,7.24,39.04,1019,68.69,485.57
6167,11.03,42.32,1017.26,90.56,470.92
6168,30.8,70.94,1007.06,63.09,432.44
6169,21.16,45.38,1014.65,73.06,458.63
6170,19.35,50.12,1005.43,100.1,447.43
6171,18,44.06,1016.8,78.88,454.59
6172,27.71,54.2,1012.72,47.25,440.74
6173,25.21,64.63,1020.56,51.31,448.66
6174,18.32,65.94,1012.74,86.77,450.5
6175,31.03,69.59,1007.77,63.96,432.56
6176,25.7,69.45,1013.86,56.91,437.04
6177,18.4,43.69,1016.59,52.44,462.05
6178,21.44,51.19,1009.1,84.94,446.17
6179,27.75,65.34,1014.8,45.91,440.83
6180,19.67,59.39,1014.07,77.67,447.61
6181,9.83,41.17,1019.34,72.29,478.21
6182,8.6,36.66,1026.4,81.23,481.86
6183,25.3,71.58,1010.18,87.36,433.97
6184,31.42,69.13,1009.34,57.16,425.98
6185,16.85,41.35,1006.14,79.21,463.37
6186,21.94,62.52,1015.99,74.56,449.87
6187,19.11,60.29,1017.1,76.62,454.16
6188,33.37,73.88,1005.8,47.94,436.76
6189,22.07,48.41,1008.71,81.29,444.01
6190,6.06,41.17,1019.67,84.7,489.62
6191,30.71,68.24,1006.15,34.15,429.41
6192,12.45,43.67,1013.61,91.34,474.27
6193,29.09,75.33,1001.61,71.06,433.29
6194,15.49,42.07,1018.01,78.07,460.32
6195,25.64,70.72,1010.16,84,441.68
6196,5.79,45.87,1010.23,95.41,480.97
6197,17.82,65.94,1013.44,88.13,452.82
6198,29.05,69.71,1009.03,64.25,434.05
6199,14.26,44.47,1028.11,66.81,465.22
6200,20.37,69.48,1011.04,84.31,445.81
6201,26.76,49.02,1007.96,70.05,439.4
6202,12.05,40.55,1016.63,100.14,472.19
6203,25.09,71.58,1010.17,86.01,434.51
6204,31.98,70.17,999.43,59.42,430.92
6205,6.17,41.31,1002.49,87.59,481.27
6206,13.76,45.87,1008.89,87.27,463.5
6207,14.4,40.2,1013.04,90.5,464.5
6208,23.61,49.16,1002.39,65.63,443.5
6209,23.94,59.39,1014.32,74.55,438.64
6210,13.51,44.9,1019.29,77.24,464.86
6211,13.32,44.2,1020.02,78.78,465.57
6212,17.74,49.69,1006.09,80.7,457.05
6213,15.14,39.72,1002.96,72.52,460.15
6214,28.15,72.99,1007.62,70.03,431.83
6215,10.8,41.62,1012.84,93.84,462.84
6216,7.19,40.81,1015.22,85.65,487.15
6217,18.3,37.2,1012.23,68.09,470.42
6218,12.79,44.68,1022.51,99.55,465.75
6219,22.31,61.45,1009.25,98.56,437.05
6220,28.07,74.33,1012,71.69,428.87
6221,23.8,48.6,1002.43,67.32,440.89
6222,23.62,68.63,1013.18,50.57,447.3
6223,13.19,39.18,1023.67,66.78,469.62
6224,18.56,42.28,1007.75,60.89,462.05
6225,5.74,37.8,1021.37,74.47,490.81
6226,17.9,48.98,1014.17,80.4,453.02
6227,19.88,44.6,1015.52,37.85,467.68
6228,20.83,70.72,1009.56,89.37,446.48
6229,15.37,41.96,1011.58,96.76,466.02
6230,21.26,50.32,1008.41,87.22,446.22
6231,10.48,41.38,1021.97,65.22,481.41
6232,18.99,44.6,1014.7,40.11,463.48
6233,28.85,58.33,1013.78,41.39,444
6234,7.66,41.92,1031.96,82.48,485.11
6235,21.31,58.05,1012.94,88.39,446.76
6236,21.37,57.76,1018.8,70.12,454.66
6237,10.59,39.96,1025.87,97.05,468.96
6238,32.95,75.08,1005.32,47.7,436.3
6239,20.25,58.59,1012.99,65.98,452.18
6240,31.26,70.36,1006.49,60.47,438.15
6241,11.7,41.16,1017.98,95.71,462.94
6242,15.25,39.16,1016.18,79.39,471.05
6243,11.02,40.81,1016.31,78.13,474.01
6244,25.16,57.17,1009.86,75.7,442.03
6245,7.79,42.03,1017.74,91.48,477.26
6246,29.34,70.94,1007.82,62.43,433.57
6247,16.95,40.12,1012.59,87.87,457.05
6248,10.33,40.62,1017.41,64.22,473.16
6249,11.04,39.96,1025.75,94.44,468.84
6250,26.12,63.31,1013.97,51.6,439.77
6251,10.03,42.02,998.6,99.9,471.07
6252,29.75,70.32,1007.35,55.8,427.2
6253,10.63,40.67,1017.13,66.12,483.27
6254,27.02,71.25,1000.48,87.86,438.33
6255,6.58,40.67,1020.18,71.07,494.84
6256,18.77,58.66,1010.34,87.25,454.54
6257,16.36,43.99,1021.34,85.13,465.81
6258,14.65,44.84,1023.39,87.76,467.18
6259,24.17,59.44,1012.66,78.53,447.13
6260,8.58,40.72,1022.04,87.55,480.96
6261,6.03,41.14,1028.04,87.46,479.61
6262,16.05,43.14,1010.67,79.36,463.06
6263,18.32,66.86,1012.02,70,454.46
6264,27.22,69.04,1008.89,70.62,440.85
6265,7.78,40.8,1026.7,85.61,488.54
6266,26.21,70.32,1007,78.29,430.4
6267,21.98,58.79,1010.72,86.85,448.84
6268,15.69,39.3,1019.03,60.57,464.17
6269,28.31,66.17,1009.75,72.66,444.51
6270,12.4,40.35,1011.46,79.49,476.44
6271,15.72,43.02,1011.98,45.74,466.33
6272,17.48,40.89,1011.39,62.45,462.59
6273,15.43,41.1,1005.2,85.06,467.21
6274,27.35,60.75,1008.98,67.56,435.14
6275,25.13,57.69,1007.43,78.43,437.8
6276,22.34,63.73,1014.37,83.19,444.39
6277,23.03,68.08,1012.63,70.37,441.71
6278,26.17,48.92,1009.87,34.43,440.09
6279,30.82,76.2,1007.47,59.3,432.22
6280,11.49,44.63,1020.44,86.04,471.08
6281,30.68,73.67,1005.63,57.05,429.64
6282,23.43,60.32,1015.34,69.34,446.88
6283,16.71,46.18,1012.06,96.6,458.4
6284,10.12,41.78,1013.43,73.47,477.67
6285,18.36,53.16,1013.31,83.18,458.47
6286,31.16,67.45,1014.69,32.25,428.35
6287,14.52,40.35,1011.11,69.84,470.8
6288,12.04,43.69,1016.58,80.16,474.97
6289,5.62,41.31,1001.37,89.16,485.6
6290,24.82,71.94,1010.5,64.67,438.69
6291,8.25,37.49,1009.02,81.09,480.38
6292,11.68,39.22,1017.9,57.95,471.8
6293,25.89,58.86,1014.16,52.95,445.17
6294,28.68,70.72,1009.43,71.33,435.45
6295,13.12,52.75,1023.69,67.5,462.7
6296,23.76,70.32,1012.13,78.84,434.64
6297,15.51,36.71,1014.05,72.92,465.85
6298,22.74,61.02,1009.56,79.41,445.56
6299,11.72,40.55,1020.74,86.22,474.7
6300,22.75,58.86,1016,67.34,448.32
6301,13.22,44.92,1023.84,87.99,471.43
6302,26.56,52.3,1007.4,62.04,439.25
6303,22.89,65.34,1015.53,61,450.53
6304,27.46,69.98,1013.28,63.73,435.36
6305,19.73,56.65,1020.7,69.49,457.46
6306,14.03,41.79,1008.07,83.32,457.98
6307,28.66,50.05,1006.08,47.74,435.94
6308,7.08,39.99,1010.55,91.44,482.83
6309,7.14,44.71,1019.98,71.9,487.71
6310,29.97,69.14,1007.92,66.74,433.82
6311,22.36,58.79,1011.77,87.51,446.49
6312,8.13,39.99,1011.71,87.89,486.19
6313,11.2,35.76,1019.24,64.59,473.33
6314,23.79,48.06,1012.92,60.03,447.59
6315,17.29,42.86,1014.38,72.3,464.27
6316,26.92,68.27,1008.11,61.73,435.17
6317,14.95,39.31,1009.15,75.3,462.72
6318,27.76,75.33,1003.69,79.62,433.03
6319,14.57,44.45,1021.42,66.23,462.48
6320,13.18,40.03,1017.75,82.29,470.88
6321,18.36,53.16,1013.14,79.89,457.94
6322,21.49,61.27,1019.81,63.21,450.07
6323,8.36,40.67,1014.99,73.65,489.1
6324,12.71,41.39,1019.3,74.2,475.13
6325,9.78,52.75,1022.97,78.31,469.58
6326,26.2,74.67,1016.69,84.38,430.22
6327,17.81,37.2,1011.98,67.27,470.97
6328,15.25,41.17,1016,62.05,468.76
6329,5.66,40,1022.08,93.03,475.54
6330,28.36,60.23,1010.05,53.03,441.08
6331,15.32,45.01,1013.3,83.72,459.31
6332,24.47,57.85,1013.05,66.34,445.37
6333,30.21,75.33,1002.24,66.71,431.46
6334,5.62,40.62,1015.81,85.34,483.13
6335,7.33,40,1018.96,80.76,478.16
6336,22.7,66.44,1011.19,68.36,444.02
6337,13.31,40.1,1014.81,82.11,468.74
6338,7.28,40.67,1020.16,72.7,493.3
6339,23.48,66.44,1011.28,61.11,443.21
6340,13.41,45,1021.65,45.24,478.96
6341,26.96,72.86,1004.86,59.17,441.12
6342,14.28,39.39,1013.82,77.52,469.92
6343,27.36,48.6,1003.18,54.93,436.06
6344,27.48,61.41,1012.2,45.06,452.24
6345,23.04,74.99,1005.44,92.86,437.65
6346,6.22,39.85,1012.05,86.88,443.73
6347,29.37,74.78,1009.47,55.65,434.2
6348,28.14,76.86,1000.7,70.17,434.68
6349,7.72,41.14,1025.11,96.75,478.34
6350,25.87,44.57,1007.43,55.92,445.79
6351,29.42,56.9,1006.51,53.6,439.51
6352,26.94,65.61,1014.31,49.73,443.9
6353,3.4,39.64,1011.1,83.43,459.86
6354,31.13,64.05,1011.51,61.27,439.24
6355,19.65,45.01,1014.18,56.77,451.63
6356,24.1,71.29,1007.96,67.56,442.8
6357,11.35,40.66,1016.86,96.4,466.55
6358,15.35,41.79,1008.38,81.13,455.54
6359,30.92,59.57,1010.87,62.43,440.96
6360,8.75,36.3,1015.61,57.53,480.4
6361,26.47,63.13,1013.72,79.4,441.81
6362,29.83,71.43,1011.93,55.8,439.34
6363,30.68,71.25,999.98,68.99,433.47
6364,15.41,42.44,1012.6,86.74,472.28
6365,27.71,74.34,998.14,71.85,434.2
6366,24.68,48.06,1013.83,54.97,447.96
6367,27.38,69.4,1004.57,74.12,434.47
6368,21.91,48.7,1006.89,83.97,449.8
6369,27.71,75.23,1010.21,59.75,440.7
6370,31.11,72.25,1012.34,44.45,434.22
6371,26.76,48.41,1010.53,47.38,440.63
6372,14.44,40.8,1025.05,56.59,472.95
6373,16.4,38.01,1022.2,73.05,463.79
6374,14.29,39.59,1010.93,94.53,463.04
6375,28.29,68.08,1010.77,53.92,430.93
6376,11.94,40.66,1016.61,96.11,467.99
6377,9.54,41.17,1019.79,65.61,481.18
6378,9.77,41.44,1017.69,78.26,481.74
6379,23.86,74.93,1016.88,71.44,444.38
6380,27.5,49.3,1004.02,59.23,439.77
6381,18.92,44.63,1020.32,47.81,451.64
6382,24.5,58.66,1011.54,57.92,451.03
6383,9.16,41.03,1021.3,76.08,484.96
6384,25.66,71.77,1006.76,84.76,429.25
6385,8.3,40.35,1012.37,98.17,481.77
6386,27.57,60.07,1016.52,54.75,440.12
6387,9.28,41.54,1018.33,79.89,482.8
6388,12.45,40.1,1015.4,82.61,473.63
6389,17.84,61.27,1020.1,70.68,454.57
6390,30.54,67.45,1014.37,32.97,431.35
6391,22.16,65.48,1017.22,70.51,446
6392,17.28,44.92,1024.39,76.08,459.26
6393,10.5,52.72,1026.32,85.04,468.01
6394,25.35,65.18,1012.67,70.36,438.17
6395,14.39,40.35,1011.33,64.86,472.43
6396,13.61,39.85,1012.78,58.12,475.62
6397,18.1,45,1023.05,48.41,465.46
6398,26.08,52.3,1007.03,63.34,442.44
6399,22.97,62.4,1010.25,75.18,445.3
6400,5.37,40.07,1012.75,63.58,494.21
6401,9.13,40.02,1031.08,74.76,473.47
6402,11.54,45,1022.77,80.79,482.34
6403,18.93,48.6,1005.72,84.92,449.74
6404,11.06,41.5,1013.09,89.8,476.24
6405,14.51,41.79,1009.72,80.62,459.14
6406,12.58,43.67,1012.86,94.01,472.65
6407,18.03,58.86,1015.99,89.03,450.33
6408,13.1,41.48,1009,87.41,460.34
6409,29.05,68.24,1007.88,42.67,433.92
6410,21.5,61.5,1008.43,78.13,447.83
6411,20.32,39.72,1002,51.71,458.8
6412,29.53,70.94,1007.22,70.68,432.43
6413,20.46,51.43,1007.31,93.25,444.88
6414,23.63,63.57,1011.05,87.96,449.01
6415,10.52,41.01,1020.35,93.58,466.75
6416,22.65,57.85,1012.6,68.52,445.36
6417,9.2,39.82,1013.19,91.25,482.89
6418,20.06,62.1,1020.21,72.21,451.81
6419,21.73,69.05,1001.31,86.64,439.01
6420,9.32,41.39,1020.03,70.21,481.88
6421,31.71,69.04,1008.79,49.32,441.15
6422,23.78,60.27,1018.02,78.06,441.56
6423,26.6,61.02,1010.26,66.16,436.19
6424,19.94,58.96,1014.16,66.27,455.55
6425,10.17,40.1,1014.05,91.9,479.58
6426,23.66,60.37,1006.91,87.13,438.59
6427,12.3,40.69,1015.74,82.58,474.46
6428,13.11,41.44,1015.55,74.45,471.61
6429,21.71,61.45,1010.97,91.62,445.72
6430,14.77,41.39,1018.95,65.61,470.21
6431,13.72,44.47,1027.2,68.89,470.66
6432,24.39,70.72,1009.78,82.25,442.04
6433,5.68,40.77,1022.49,90.6,487.58
6434,22.84,59.39,1014.61,80.36,443.71
6435,10.33,40,1021.35,90.84,479.32
6436,15.39,42.28,1007.35,81.35,467.3
6437,8.03,40.07,1016.06,47.46,488.02
6438,29.12,66.51,1015.69,37.9,432.88
6439,22.94,61.5,1008.25,73.45,445.31
6440,11.77,40.71,1024.55,72.49,477.94
6441,9.33,42.49,1008.93,82.59,478.43
6442,31.23,68.67,1005.82,52.1,436.58
6443,25.15,57.32,1012.41,41.84,440.1
6444,30.78,73.67,1005.97,58.7,427.15
6445,25.14,64.63,1020.63,54,446.63
6446,23.63,60.37,1005,81.66,440.74
6447,15.03,44.45,1020.94,65.57,460.06
6448,26.02,63.07,1010.94,53.96,446.82
6449,14.78,54.3,1016.96,68.53,463.75
6450,32.06,69.88,1006.88,63.53,432.47
6451,14.47,42.86,1031.55,66.73,466.64
6452,10.54,41.93,1016.64,93.52,479.65
6453,14.66,40.73,1017.45,88.57,459.23
6454,8.26,39.42,1025.89,70.53,474.72
6455,20.77,51.3,1013.89,88.72,450.97
6456,29.61,67.07,1005.91,39.28,434.14
6457,21.31,69.05,1002.46,73.42,440.97
6458,29.9,74.99,1002.28,59.76,436.77
6459,14.17,42.99,1007.38,78.88,470.68
6460,27.17,67.17,1006.76,81.59,431.73
6461,18.22,39.63,1005.11,79,465.78
6462,18.4,40.79,1006.18,92.36,461.29
6463,11.83,43.14,1010.06,88.14,471.98
6464,13.86,41.78,1010.75,57.9,467.39
6465,28.74,71.14,1011.53,48.6,430.12
6466,6.15,40.77,1022.42,88.57,482.49
6467,28.88,54.89,1007.16,46.6,440.99
6468,13.1,40.55,1007.59,95.46,472.37
6469,28.71,71.64,1005.21,71.11,432.05
6470,31.93,70.4,1005.27,73.71,432.29
6471,29,75.33,1001.6,71.43,432.65
6472,13.49,41.78,1010.66,63.34,467.92
6473,11.76,39.28,1016.9,91.06,478.07
6474,23.03,59.04,1011.85,81.24,444.85
6475,27.23,49.16,1004.03,40.8,443.78
6476,12.08,49.83,1008.21,96.01,467.54
6477,14.39,42.77,1017.36,83.28,463.65
6478,24.73,70.72,1009.82,88.79,439.3
6479,24.06,69.94,1005.47,60.46,436.88
6480,17.01,49.15,1021.83,84.02,458.78
6481,29.84,58.9,1005.24,56.18,440.93
6482,13.17,36.71,1012.82,72.76,474.93
6483,25.6,56.9,1006.35,81.58,437.82
6484,26.98,43.77,1010.95,40.8,446.05
6485,20.92,63.86,1020.49,72.98,449.09
6486,20.54,68.12,1012.23,81.06,440.28
6487,20.76,44.58,1017.09,57.47,462.01
6488,10.34,37.5,1010.35,95.56,474.08
6489,24.33,46.93,1013.83,44.59,447.54
6490,25.24,63.47,1011.3,66.21,442.75
6491,25.17,72.39,1001.69,90.51,432.45
6492,29.65,74.9,1003.22,71.09,433.32
6493,21.04,54.2,1012.26,85.61,443.41
6494,18.89,66.86,1012.38,71.96,454.02
6495,8.99,39.04,1021.99,75.98,483.35
6496,27.9,63.13,1011.8,70.04,439.76
6497,25.1,71.77,1004.34,82.8,429.7
6498,14.9,52.05,1015.11,77.33,464.82
6499,20.92,70.02,1010.23,95.58,444.64
6500,19.87,49.69,1012.23,68.57,456.03
6501,12.64,41.49,1019.78,94,468.78
6502,7.55,41.04,1027.03,83.32,476.58
6503,22.12,63.91,1009.61,90.83,447.77
6504,20.3,58.41,1014.05,86.38,451.74
6505,23.14,62.26,1011.87,66.44,444.38
6506,15.75,39,1015.91,69.58,460.73
6507,21.12,62.96,1020.83,69.96,454.65
6508,23.34,45.61,1012.73,74.09,455.82
6509,28.32,68.12,1011.62,46.75,433.59
6510,29.14,75.23,1010.15,54.87,434.82
6511,4.32,35.47,1017.8,88.51,488.03
6512,22.5,64.69,1007.03,74.92,440.73
6513,12.95,40.1,1015.31,86.01,471.07
6514,19.44,59.21,1018.5,88.35,448.04
6515,24.81,59.43,1009.42,54.64,439.33
6516,13.63,43.22,1012.71,72.85,464.62
6517,30.86,70.32,1011.88,62.68,433.71
6518,4.87,42.85,1013.6,92.3,482.22
6519,9.63,43.02,1012.4,68.41,480.21
6520,24.05,67.83,1009.35,63.8,442.53
6521,13.67,54.3,1015.92,75.42,467.87
6522,21.44,62.96,1020.27,79.85,450.57
6523,25.98,68.12,1011.36,66.86,439
6524,14.77,39.16,1016.12,81.88,470.39
6525,27.18,64.79,1016.27,63.7,443.87
6526,30.2,71.85,1008.25,59.1,425.21
6527,22.21,69.71,1009.69,96.85,440.14
6528,23.9,61.41,1011.95,67.87,451.99
6529,29.17,72.99,1006.86,64.92,430.59
6530,11.16,40.96,1023.49,83.7,478.3
6531,17.48,43.14,1018.68,74.85,459.59
6532,24.22,71.14,1009.38,64.53,438.88
6533,21.75,50.12,1009.36,94.41,446.64
6534,18.88,43.69,1016.77,46.88,464.63
6535,7.67,41.66,1016.25,77,485.03
6536,20.98,43.77,1010.67,62.73,449.88
6537,19.41,46.63,1013.23,86.28,452.6
6538,13.9,39.54,1007.01,81.33,471.16
6539,32.45,68.3,1015.26,44.12,431.79
6540,15.33,36.71,1013.99,73.89,468.36
6541,9.48,40.8,1023.82,78.98,485.36
6542,23.84,49.21,1013.85,50.36,447.09
6543,13.01,41.17,1017.26,76.2,469.48
6544,27.63,64.96,1006.3,75.38,434.22
6545,9.63,41.14,1027.99,87.89,469.73
6546,18.68,46,1002.2,97.17,447.8
6547,25.11,56.89,1013.33,67.31,441.51
6548,12.89,36.71,1013.36,87.29,475.13
6549,27.17,63.09,1015.59,68.33,443.66
6550,10.15,41.17,1019.38,82.3,480.71
6551,14.76,39.64,1010.37,81.99,465.82
6552,30.76,69.14,1007.63,71.24,431.67
6553,8.4,38.5,1013.67,69.13,486.5
6554,14.79,38.73,999.83,86.45,470.28
6555,15.18,44.2,1019.6,72.45,462.09
6556,19.54,54.9,1017.15,70.37,455.86
6557,24.98,71.98,1006.59,90.61,432.06
6558,26.19,69.34,1009.48,87.59,433.99
6559,13.83,40.78,1024.85,73.08,458.85
6560,10,39.66,1016.83,78.91,479.97
6561,29.34,71.98,1005.19,75.19,428.24
6562,30.08,67.25,1017.57,47.77,432.1
6563,14.08,39.31,1011.67,72,464.16
6564,17.28,65.94,1013.62,89.97,454.76
6565,16.97,44.92,1025.21,74.27,460.21
6566,14.56,41.76,1023.82,85.36,464.3
6567,28.09,77.95,1017.07,70.98,436.94
6568,23.95,66.48,1003.55,73.68,431.87
6569,26.24,77.95,1014.19,85.21,438.01
6570,28.01,64.69,1007.61,58.45,440.23
6571,10.03,43.72,1011.46,96.89,473.26
6572,18.31,50.9,1011.87,86.83,455.5
6573,14.2,43.02,1012.18,57.07,470.67
6574,16.2,45.76,1014.73,89.84,460.87
6575,18.19,44.06,1017.24,78.73,456.13
6576,23.22,63.07,1012.91,77.59,446.62
6577,32.09,70.4,1003.73,55.65,434.64
6578,10.51,37.5,1010.7,96.29,474.24
6579,25.65,68.08,1011.27,75.26,435.91
6580,21.93,60.84,1017.8,82.61,443.89
6581,13.65,42.74,1026.58,71.48,468.87
6582,24.57,49.5,1014.22,56.31,455.72
6583,11.05,40.75,1016.55,87.08,478.07
6584,26.22,67.45,1013.7,44.04,440.17
6585,22.41,70.98,1005.67,95.03,441.51
6586,17.57,43.7,1015.53,67.22,463.64
6587,29.36,68.94,1007.5,79.91,431.39
6588,14.96,41.76,1024.07,73.17,463.26
6589,25.26,74.33,1014.79,79.56,433.49
6590,27.98,67.17,1007.32,75.29,440.68
6591,31.75,74.99,1003.25,53.33,430.82
6592,29.2,64.84,1009.94,55.37,441.9
6593,23.83,49.21,1012.93,46.79,446.23
6594,12.81,44.58,1016.49,80.76,475.5
6595,23.51,57.32,1012.55,53.6,444.58
6596,25.44,61.25,1012.57,87.65,441.77
6597,26.28,73.06,1008.06,90.7,437.01
6598,19.93,57.25,1010.6,89.34,455.15
6599,17.44,44.89,1009.9,80.54,457.67
6600,14.3,42.99,1007.32,73.72,467.9
6601,11.47,25.36,1008.27,95.4,469.51
6602,12.04,41.58,1018.02,88.91,464.45
6603,22.78,58.59,1012.84,65.55,445.45
6604,24.17,73.18,1011.72,86.1,437.27
6605,27.15,73.9,1007.57,74.42,433.09
6606,14.39,44.21,1019.77,85.7,465.03
6607,14.85,39.39,1013.93,76.27,468.84
6608,6.54,39.33,1011.54,93.69,491.16
6609,12.25,44.85,1014.13,85.25,470.92
6610,18.9,58.46,1016.74,87.65,449.32
6611,21.39,51.3,1013.39,89.05,452.7
6612,15.55,45.09,1014.33,62.19,457.36
6613,14.05,39.59,1011.2,94.54,464.63
6614,8.9,39.96,1026.31,95.46,474.49
6615,18.15,58.46,1017.42,88.24,449.48
6616,31.2,68.24,1005.71,34.84,428.67
6617,28.86,67.9,1006.29,57.19,432.97
6618,20.55,63.86,1015.12,73.98,447.54
6619,33.12,68.31,1010.3,42.29,441.13
6620,17.78,58.95,1016.32,89.61,450.89
6621,21.33,58.46,1016.17,79.73,445.27
6622,14.36,41.26,1021.16,73.43,462.25
6623,23.34,73.5,1011.43,89.74,441.14
6624,14.68,58.2,1018.5,83.3,458.51
6625,9.87,40.81,1017.17,84.25,473.2
6626,32.33,69.68,1011.95,39.89,439.79
6627,25.96,68.08,1010.86,67.07,435.84
6628,13.4,41.58,1020.5,71.17,461.54
6629,19.12,58.79,1017.34,92.45,447.02
6630,29.23,69.59,1009,71.41,437.95
6631,14.95,43.52,1022.43,94.75,464.98
6632,13.84,41.26,1020.92,74.74,462.46
6633,30.61,69.13,1009.32,55.17,429.1
6634,24.1,52.84,1006.47,47.58,444.69
6635,11.37,40.56,1017.56,64.8,478.88
6636,9.27,38.56,1017.69,62.49,475.42
6637,27.39,67.07,1006.17,58.2,441.45
6638,21.86,58.49,1010.88,76.79,449.9
6639,23.21,73.42,1010.34,88.29,439.66
6640,8.39,36.24,1013.39,89.13,480.69
6641,14.04,40.56,1018.4,65.79,472.98
6642,22.57,62.4,1009.77,86.05,444.69
6643,29.86,70.8,1010.22,70.36,437.47
6644,23.28,48.92,1010.23,41.55,449.27
6645,16.44,53.16,1014.82,75.29,458.49
6646,32.89,73.68,1014.45,52.34,426.46
6647,9.88,40,1021.4,92.06,481.58
6648,13.48,41.92,1030.2,65.96,463.9
6649,25.15,71.14,1011.68,70.33,434.99
6650,16.95,58.86,1015.96,87.8,453.2
6651,32.96,68.31,1010.39,42.33,443.57
6652,8.23,41.01,1022.89,98.03,474.52
6653,5.73,40.35,1012.24,91.84,490.5
6654,20.01,59.87,1019,84.12,448.39
6655,7.2,40.02,1031.71,69.89,480.53
6656,23.82,63.76,1009.8,68.94,440.52
6657,31.76,66.54,1003.02,49.64,430.18
6658,20.51,63.09,1016.39,92.99,445.86
6659,7.61,41.26,1009.05,97.32,480.68
6660,23.78,69.71,1008.79,83.17,443.06
6661,14.26,40.92,1022.07,73.96,460.38
6662,24.91,71.29,1008.29,69.06,437.03
6663,14.73,39.52,1017.01,74.21,470.45
6664,31.46,71.29,1008.57,41.79,430.8
6665,8.57,41.17,1020.18,72.47,484.2
6666,5.05,35.57,1027.03,80.02,491.4
6667,13.89,44.84,1023.66,92.97,466.74
6668,7.87,41.06,1020.91,87.64,486.57
6669,16.64,43.14,1019.03,82.88,459
6670,32.96,73.03,1013.56,54.03,438.93
6671,24.39,60.84,1018.5,61.73,442.72
6672,16.55,54.3,1017.95,60.84,460.59
6673,31.59,43.5,1005.12,43.5,429.96
6674,25.6,73.67,1005.78,84.82,433.25
6675,16.78,41.35,1000.23,70.52,459.64
6676,16.13,53.82,1015.63,63.08,459.16
6677,6.28,41.06,1020.96,90.91,489.79
6678,24.27,63.9,1013.5,61.09,450.26
6679,23.55,65.12,1016.23,66.65,446.44
6680,21.31,46.97,1014.08,62.57,455.76
6681,23.28,72.24,1011.3,90.5,434.21
6682,12.29,40.03,1017.62,89.64,472.65
6683,31.17,70.98,1007.19,67.34,431.01
6684,14.36,40,1016.16,68.79,460.42
6685,6.76,39.81,1017.11,87.9,483.16
6686,21.85,63.86,1020.16,68.84,445.62
6687,25.02,60.29,1017.49,54.75,445.61
6688,30.61,67.69,1004.97,47.46,429.8
6689,31.54,77.24,1008.23,70.19,431.27
6690,29.19,65.71,1013.85,50.5,444.49
6691,29.91,76.86,998.59,72.41,432.6
6692,20.56,43.79,1015.85,45.7,462.11
6693,21.9,66.54,1004.76,89.99,439.06
6694,33.74,69.98,1012.51,43.3,425.35
6695,15.14,49.64,1023.78,75,463.58
6696,5.84,43.02,1013.88,87.42,489.05
